Co(acac)3        BOI2025C  15H  24O   6CO  1G    100.00   5000.00 1280.00      1
+1.35612944e+01+1.30204678e-01-6.21463154e-05+1.16704179e-08-7.95383293e-13    2
-1.45531954e+05+2.90835071e+01+4.98705502e+00+1.30283311e-01-1.83256618e-05    3
-4.29347044e-08+1.82755220e-11-1.41699210e+05+7.98160837e+01                   4
